Club Name,Course Name,City,State,Order,Full Name,Course ID
Agave Highlands,Agave Highlands,Cornville,AZ,228,"Agave Highlands, Cornville, AZ",13276
Aguila Golf Course,Aguila Golf Course,Laveen,AZ,229,"Aguila Golf Course, Laveen, AZ",13160
Ahwatukee Country Club,Ahwatukee Country Club,Phoenix,AZ,230,"Ahwatukee Country Club, Phoenix, AZ",13236
Ahwatukee Lakes Golf Club,Ahwatukee Lakes Golf Club,Phoenix,AZ,231,"Ahwatukee Lakes Golf Club, Phoenix, AZ",13237
Ajo Country Club,Ajo Country Club,Ajo,AZ,232,"Ajo Country Club, Ajo, AZ",13327
Ak-Chin Southern Dunes Golf Club,Ak-Chin Southern Dunes Golf Club,Maricopa,AZ,233,"Ak-Chin Southern Dunes Golf Club, Maricopa, AZ",13077
Alpine Country Club,Alpine Country Club,Alpine,AZ,234,"Alpine Country Club, Alpine, AZ",13038
Alta Mesa Golf Club,Alta Mesa Golf Club,Mesa,AZ,235,"Alta Mesa Golf Club, Mesa, AZ",13295
Ancala Country Club,Ancala Country Club,Scottsdale,AZ,236,"Ancala Country Club, Scottsdale, AZ",13082
Antelope Hills GC,Antelope Hills GC - North,Prescott,AZ,237,"Antelope Hills GC - North, Prescott, AZ",13127
Antelope Hills GC,Antelope Hills GC - South,Prescott,AZ,238,"Antelope Hills GC - South, Prescott, AZ",13128
Anthem Golf & Country Club,Anthem Golf & Country Club - Ironwood,Anthem,AZ,239,"Anthem Golf & Country Club - Ironwood, Anthem, AZ",13121
Anthem Golf & Country Club,Anthem Golf & Country Club - Persimmon,Anthem,AZ,240,"Anthem Golf & Country Club - Persimmon, Anthem, AZ",13122
Apache Creek Golf Club,Apache Creek Golf Club,Apache Junction,AZ,241,"Apache Creek Golf Club, Apache Junction, AZ",13123
Apache Stronghold GC,Apache Stronghold GC,San Carlos,AZ,242,"Apache Stronghold GC, San Carlos, AZ",13273
Apache Sun Golf Club,Apache Sun Golf Club,Queen Creek,AZ,243,"Apache Sun Golf Club, Queen Creek, AZ",13346
Apache Wells CC,Apache Wells CC,Mesa,AZ,244,"Apache Wells CC, Mesa, AZ",13124
Arizona Biltmore CC,Arizona Biltmore CC - Adobe,Phoenix,AZ,245,"Arizona Biltmore CC - Adobe, Phoenix, AZ",13271
Arizona Biltmore CC,Arizona Biltmore CC - Links,Phoenix,AZ,246,"Arizona Biltmore CC - Links, Phoenix, AZ",13272
Arizona City Golf Course,Arizona City Golf Course,Arizona City,AZ,247,"Arizona City Golf Course, Arizona City, AZ",13266
Arizona Country Club,Arizona Country Club,Phoenix,AZ,248,"Arizona Country Club, Phoenix, AZ",13311
Arizona Golf Resort,Arizona Golf Resort,Mesa,AZ,249,"Arizona Golf Resort, Mesa, AZ",13231
Arizona Grand Golf Course,Arizona Grand Golf Course,Phoenix,AZ,250,"Arizona Grand Golf Course, Phoenix, AZ",13095
Arizona National GC,Arizona National GC,Tucson,AZ,251,"Arizona National GC, Tucson, AZ",13147
Arizona Traditions,Arizona Traditions,Surprise,AZ,252,"Arizona Traditions, Surprise, AZ",13326
Arrowhead Country Club,Arrowhead Country Club,Glendale,AZ,253,"Arrowhead Country Club, Glendale, AZ",13067
Aspen Valley Golf Club,Aspen Valley Golf Club,Flagstaff,AZ,254,"Aspen Valley Golf Club, Flagstaff, AZ",13257
Augusta Ranch Golf Club,Augusta Ranch Golf Club,Mesa,AZ,255,"Augusta Ranch Golf Club, Mesa, AZ",13172
BC Ranch Golf Club,BC Ranch Golf Club,Lake Montezuma,AZ,256,"BC Ranch Golf Club, Lake Montezuma, AZ",13163
Bear Creek Golf Complex,Bear Creek Golf Complex - Bear Course,Chandler,AZ,257,"Bear Creek Golf Complex - Bear Course, Chandler, AZ",13180
Bear Creek Golf Complex,Bear Creek Golf Complex - Cub Course,Chandler,AZ,258,"Bear Creek Golf Complex - Cub Course, Chandler, AZ",13179
Bellair Golf Club,Bellair Golf Club,Glendale,AZ,259,"Bellair Golf Club, Glendale, AZ",13324
Bison Golf Club,Bison Golf Club,Show Low,AZ,260,"Bison Golf Club, Show Low, AZ",13152
Blackstone Country Club,Blackstone Country Club,Peoria,AZ,261,"Blackstone Country Club, Peoria, AZ",13145
Boulders,Boulders - Back S/Back N,Carefree,AZ,262,"Boulders - Back S/Back N, Carefree, AZ",20791
Boulders,Boulders - Front N/Back S,Carefree,AZ,263,"Boulders - Front N/Back S, Carefree, AZ",20792
Boulders,Boulders - Front S/Back N,Carefree,AZ,264,"Boulders - Front S/Back N, Carefree, AZ",20793
Boulders,Boulders - Front S/Front N,Carefree,AZ,265,"Boulders - Front S/Front N, Carefree, AZ",20794
Boulders,Boulders - North,Carefree,AZ,266,"Boulders - North, Carefree, AZ",13125
Boulders,Boulders - South,Carefree,AZ,267,"Boulders - South, Carefree, AZ",13126
Briarwood Country Club,Briarwood Country Club,Sun City West,AZ,268,"Briarwood Country Club, Sun City West, AZ",13303
Bridgewater Links Golf Course,Bridgewater Links Golf Course,Lake Havasu,AZ,269,"Bridgewater Links Golf Course, Lake Havasu, AZ",20677
Camelback Golf Club,Camelback Golf Club - Ambiente Course,Scottsdale,AZ,270,"Camelback Golf Club - Ambiente Course, Scottsdale, AZ",13012
Camelback Golf Club,Camelback Golf Club - Padre Course,Scottsdale,AZ,271,"Camelback Golf Club - Padre Course, Scottsdale, AZ",13011
Canoa Hills Golf Course,Canoa Hills Golf Course,Green Valley,AZ,272,"Canoa Hills Golf Course, Green Valley, AZ",13173
Canoa Ranch Golf Club,Canoa Ranch Golf Club,Green Valley,AZ,273,"Canoa Ranch Golf Club, Green Valley, AZ",13066
Capital Canyon Club,Capital Canyon Club,Prescott,AZ,274,"Capital Canyon Club, Prescott, AZ",23967
Cave Creek Golf Course,Cave Creek Golf Course,Phoenix,AZ,275,"Cave Creek Golf Course, Phoenix, AZ",13058
Cerbat Cliffs Golf Course,Cerbat Cliffs Golf Course,Kingman,AZ,276,"Cerbat Cliffs Golf Course, Kingman, AZ",13238
Chaparral Country Club,Chaparral Country Club,Bullhead City,AZ,277,"Chaparral Country Club, Bullhead City, AZ",13027
"Chaparral Pines, Golf Club @","Chaparral Pines, Golf Club @",Payson,AZ,278,"Chaparral Pines, Golf Club @, Payson, AZ",13218
Cimarron Golf Club,Cimarron Golf Club,Surprise,AZ,279,"Cimarron Golf Club, Surprise, AZ",13298
Club Campestre de Cananea,Club Campestre de Cananea,Cananea,AZ,280,"Club Campestre de Cananea, Cananea, AZ",23693
Club West Golf Club,Club West Golf Club,Phoenix,AZ,281,"Club West Golf Club, Phoenix, AZ",13284
Cobre Valle Country Club,Cobre Valle Country Club,Globe,AZ,282,"Cobre Valle Country Club, Globe, AZ",13200
Cocopah Golf Resort,Cocopah Golf Resort,Yuma,AZ,283,"Cocopah Golf Resort, Yuma, AZ",13182
Coldwater Golf Club,Coldwater Golf Club,Avondale,AZ,284,"Coldwater Golf Club, Avondale, AZ",13014
Concho Valley Country Club,Concho Valley Country Club,Concho,AZ,285,"Concho Valley Country Club, Concho, AZ",12998
Continental Golf Club-Flagstaff,Continental Golf Club-Flagstaff,Flagstaff,AZ,286,"Continental Golf Club-Flagstaff, Flagstaff, AZ",14967
Continental Golf Course,Continental Golf Course,Scottsdale,AZ,287,"Continental Golf Course, Scottsdale, AZ",13016
Copper Canyon Golf Club,Copper Canyon Golf Club,Buckeye,AZ,288,"Copper Canyon Golf Club, Buckeye, AZ",13207
Copper Canyon Golf Club,Copper Canyon Golf Club - Lake/Mountain Course,Buckeye,AZ,289,"Copper Canyon Golf Club - Lake/Mountain Course, Buckeye, AZ",28436
Copper Canyon Golf Club,Copper Canyon Golf Club - Mountain/Vista Course,Buckeye,AZ,290,"Copper Canyon Golf Club - Mountain/Vista Course, Buckeye, AZ",28437
Copper Canyon Golf Club,Copper Canyon Golf Club - New Nine Data,Buckeye,AZ,291,"Copper Canyon Golf Club - New Nine Data, Buckeye, AZ",28435
Copper Canyon Golf Club,Copper Canyon Golf Club - Vista/Lake Course,Buckeye,AZ,292,"Copper Canyon Golf Club - Vista/Lake Course, Buckeye, AZ",28438
Coronado Golf Course,Coronado Golf Course,Scottsdale,AZ,293,"Coronado Golf Course, Scottsdale, AZ",20704
Corte Bella Golf Club,Corte Bella Golf Club,Sun City West,AZ,294,"Corte Bella Golf Club, Sun City West, AZ",13030
Cottonwood Country Club,Cottonwood Country Club,Sun Lakes,AZ,295,"Cottonwood Country Club, Sun Lakes, AZ",13217
Country Club of Green Valley,Country Club of Green Valley,Green Valley,AZ,296,"Country Club of Green Valley, Green Valley, AZ",13313
Coyote Lakes Golf Club,Coyote Lakes Golf Club,Surprise,AZ,297,"Coyote Lakes Golf Club, Surprise, AZ",13320
Coyote Trails Golf Course,Coyote Trails Golf Course,Cottonwood,AZ,298,"Coyote Trails Golf Course, Cottonwood, AZ",20830
"Coyote Wash, The Links at","Coyote Wash, The Links at",Wellton,AZ,299,"Coyote Wash, The Links at, Wellton, AZ",13338
Crooked Tree Golf Course,Crooked Tree Golf Course,Tucson,AZ,300,"Crooked Tree Golf Course, Tucson, AZ",13250
Cypress Golf Course,Cypress Golf Course,Scottsdale,AZ,301,"Cypress Golf Course, Scottsdale, AZ",13341
Dave White Golf Course,Dave White Golf Course,Casa Grande,AZ,302,"Dave White Golf Course, Casa Grande, AZ",13083
Davis Monthan AFB,Davis Monthan AFB,Tucson,AZ,303,"Davis Monthan AFB, Tucson, AZ",13263
"DC Ranch, The Country Club at","DC Ranch, The Country Club at",Scottsdale,AZ,304,"DC Ranch, The Country Club at, Scottsdale, AZ",13148
Deer Valley GC - Sun City West,Deer Valley GC - Sun City West,Sun City West,AZ,305,"Deer Valley GC - Sun City West, Sun City West, AZ",13282
del Lago Golf Club,del Lago Golf Club,Vail,AZ,306,"del Lago Golf Club, Vail, AZ",13206
Dell Urich GC,Dell Urich GC,Tucson,AZ,307,"Dell Urich GC, Tucson, AZ",13216
Desert Canyon,Desert Canyon,Fountain Hills,AZ,308,"Desert Canyon, Fountain Hills, AZ",13013
Desert Forest Golf Club,Desert Forest Golf Club,Carefree,AZ,309,"Desert Forest Golf Club, Carefree, AZ",13318
Desert Highlands GC,Desert Highlands GC,Scottsdale,AZ,310,"Desert Highlands GC, Scottsdale, AZ",13073
Desert Hills GC - Green Valley,Desert Hills GC - Green Valley,Green Valley,AZ,311,"Desert Hills GC - Green Valley, Green Valley, AZ",13254
Desert Hills Municipal,Desert Hills Municipal,Yuma,AZ,312,"Desert Hills Municipal, Yuma, AZ",13260
Desert Mirage GC,Desert Mirage GC,Glendale,AZ,313,"Desert Mirage GC, Glendale, AZ",13322
Desert Mountain,Desert Mountain - Apache,Scottsdale,AZ,314,"Desert Mountain - Apache, Scottsdale, AZ",13047
Desert Mountain,Desert Mountain - Chiricahua,Scottsdale,AZ,315,"Desert Mountain - Chiricahua, Scottsdale, AZ",13049
Desert Mountain,Desert Mountain - Cochise,Scottsdale,AZ,316,"Desert Mountain - Cochise, Scottsdale, AZ",13048
Desert Mountain,Desert Mountain - Geronimo,Scottsdale,AZ,317,"Desert Mountain - Geronimo, Scottsdale, AZ",13051
Desert Mountain,Desert Mountain - Outlaw,Scottsdale,AZ,318,"Desert Mountain - Outlaw, Scottsdale, AZ",13050
Desert Mountain,Desert Mountain - Renegade (Gold Flags),Scottsdale,AZ,319,"Desert Mountain - Renegade (Gold Flags), Scottsdale, AZ",13052
Desert Mountain,Desert Mountain - Renegade (White Flags),Scottsdale,AZ,320,"Desert Mountain - Renegade (White Flags), Scottsdale, AZ",13053
Desert Mountain,Desert Mountain - Renegade-B9 (Unpublished),Scottsdale,AZ,321,"Desert Mountain - Renegade-B9 (Unpublished), Scottsdale, AZ",28816
Desert Mountain,Desert Mountain - Renegade-F9 (Unpublished),Scottsdale,AZ,322,"Desert Mountain - Renegade-F9 (Unpublished), Scottsdale, AZ",28952
Desert Mountain,Desert Mountain - Seven,Scottsdale,AZ,323,"Desert Mountain - Seven, Scottsdale, AZ",28872
Desert Sands Golf Course,Desert Sands Golf Course,Mesa,AZ,324,"Desert Sands Golf Course, Mesa, AZ",13111
Desert Springs Golf Club,Desert Springs Golf Club,Surprise,AZ,325,"Desert Springs Golf Club, Surprise, AZ",13232
Desert Trails GC - Sun City West,Desert Trails GC - Sun City West,Sun City West,AZ,326,"Desert Trails GC - Sun City West, Sun City West, AZ",13291
Dobson Ranch Golf Course,Dobson Ranch Golf Course,Mesa,AZ,327,"Dobson Ranch Golf Course, Mesa, AZ",13277
Dorado Golf Club,Dorado Golf Club,Tucson,AZ,328,"Dorado Golf Club, Tucson, AZ",13158
Douglas Golf & Social Club,Douglas Golf & Social Club,Douglas,AZ,329,"Douglas Golf & Social Club, Douglas, AZ",13156
Dove Valley Golf Course,Dove Valley Golf Course,Somerton,AZ,330,"Dove Valley Golf Course, Somerton, AZ",20707
Dove Valley Ranch GC,Dove Valley Ranch GC,Cave Creek,AZ,331,"Dove Valley Ranch GC, Cave Creek, AZ",13348
"Duke at Rancho El Dorado, The","Duke at Rancho El Dorado, The",Maricopa,AZ,332,"Duke at Rancho El Dorado, The, Maricopa, AZ",13139
Eagle Mountain GC,Eagle Mountain GC,Fountain Hills,AZ,333,"Eagle Mountain GC, Fountain Hills, AZ",13025
Eagles Nest Golf Club,Eagles Nest Golf Club,Goodyear,AZ,334,"Eagles Nest Golf Club, Goodyear, AZ",13032
Echo Mesa GC - Sun City West,Echo Mesa GC - Sun City West,Sun City West,AZ,335,"Echo Mesa GC - Sun City West, Sun City West, AZ",13208
El Conquistador CC,El Conquistador CC - Canada,Tucson,AZ,336,"El Conquistador CC - Canada, Tucson, AZ",13150
El Conquistador CC,El Conquistador CC - Conquistador,Tucson,AZ,337,"El Conquistador CC - Conquistador, Tucson, AZ",13149
El Conquistador CC,El Conquistador CC - Pusch Ridge,Tucson,AZ,338,"El Conquistador CC - Pusch Ridge, Tucson, AZ",13151
El Rio Golf Club (Mohave Valley),El Rio Golf Club (Mohave Valley),Mohave Valley,AZ,339,"El Rio Golf Club (Mohave Valley), Mohave Valley, AZ",13028
El Rio Golf Course,El Rio Golf Course,Tucson,AZ,340,"El Rio Golf Course, Tucson, AZ",13264
Elephant Rocks G.C.,Elephant Rocks G.C.,Williams,AZ,341,"Elephant Rocks G.C., Williams, AZ",13190
Emerald Canyon Golf Course,Emerald Canyon Golf Course,Parker,AZ,342,"Emerald Canyon Golf Course, Parker, AZ",13290
Encanterra Country Club,Encanterra Country Club,Queen Creek,AZ,343,"Encanterra Country Club, Queen Creek, AZ",13010
Encanto Golf Course,Encanto Golf Course,Phoenix,AZ,344,"Encanto Golf Course, Phoenix, AZ",20881
"Estancia Club, The","Estancia Club, The",Scottsdale,AZ,345,"Estancia Club, The, Scottsdale, AZ",13146
Falcon Dunes GC,Falcon Dunes GC,Waddell,AZ,346,"Falcon Dunes GC, Waddell, AZ",13153
Falcon GC,Falcon GC,Litchfield Park,AZ,347,"Falcon GC, Litchfield Park, AZ",13136
FireRock CC,FireRock CC,Fountain Hills,AZ,348,"FireRock CC, Fountain Hills, AZ",13221
Flagstaff Ranch Golf Club,Flagstaff Ranch Golf Club,Flagstaff,AZ,349,"Flagstaff Ranch Golf Club, Flagstaff, AZ",13226
Foothills GC - Yuma,Foothills GC - Yuma,Yuma,AZ,350,"Foothills GC - Yuma, Yuma, AZ",13328
Foothills Golf Club,Foothills Golf Club,Phoenix,AZ,351,"Foothills Golf Club, Phoenix, AZ",13008
Forest Highlands,Forest Highlands - Canyon,Flagstaff,AZ,352,"Forest Highlands - Canyon, Flagstaff, AZ",13093
Forest Highlands,Forest Highlands - Meadow,Flagstaff,AZ,353,"Forest Highlands - Meadow, Flagstaff, AZ",13094
Fortuna Del Ray Golf Course,Fortuna Del Ray Golf Course,Yuma,AZ,354,"Fortuna Del Ray Golf Course, Yuma, AZ",20708
Fortuna Del Ray Golf Resort,Fortuna Del Ray Golf Resort,Yuma,AZ,355,"Fortuna Del Ray Golf Resort, Yuma, AZ",13259
Forty Niner Country Club,Forty Niner Country Club,Tucson,AZ,356,"Forty Niner Country Club, Tucson, AZ",13233
Fountain of the Sun CC,Fountain of the Sun CC,Mesa,AZ,357,"Fountain of the Sun CC, Mesa, AZ",13299
Francisco Grande Hotel & Golf Resort,Francisco Grande Hotel & Golf Resort,Casa Grande,AZ,358,"Francisco Grande Hotel & Golf Resort, Casa Grande, AZ",13281
Fred Enke Golf Course,Fred Enke Golf Course,Tucson,AZ,359,"Fred Enke Golf Course, Tucson, AZ",13219
Gainey Ranch,Gainey Ranch - Arroyo Nine,Scottsdale,AZ,360,"Gainey Ranch - Arroyo Nine, Scottsdale, AZ",20812
Gainey Ranch,Gainey Ranch - Arroyo/Lakes,Scottsdale,AZ,361,"Gainey Ranch - Arroyo/Lakes, Scottsdale, AZ",13060
Gainey Ranch,Gainey Ranch - Dunes Nine,Scottsdale,AZ,362,"Gainey Ranch - Dunes Nine, Scottsdale, AZ",20813
Gainey Ranch,Gainey Ranch - Dunes/Arroyo,Scottsdale,AZ,363,"Gainey Ranch - Dunes/Arroyo, Scottsdale, AZ",13062
Gainey Ranch,Gainey Ranch - Lakes Nine,Scottsdale,AZ,364,"Gainey Ranch - Lakes Nine, Scottsdale, AZ",20814
Gainey Ranch,Gainey Ranch - Lakes/Dunes,Scottsdale,AZ,365,"Gainey Ranch - Lakes/Dunes, Scottsdale, AZ",13061
Gainey Ranch,Gainey Ranch - Ranch Course-Dunes,Scottsdale,AZ,366,"Gainey Ranch - Ranch Course-Dunes, Scottsdale, AZ",20815
Gainey Ranch,Gainey Ranch - Ranch Course-Lakes,Scottsdale,AZ,367,"Gainey Ranch - Ranch Course-Lakes, Scottsdale, AZ",20816
Gallery Golf Club,Gallery Golf Club - The North,Marana,AZ,368,"Gallery Golf Club - The North, Marana, AZ",13023
Gallery Golf Club,Gallery Golf Club - The South,Marana,AZ,369,"Gallery Golf Club - The South, Marana, AZ",13024
Glen Lakes Golf Course,Glen Lakes Golf Course,Glendale,AZ,370,"Glen Lakes Golf Course, Glendale, AZ",13009
Gold Canyon,Gold Canyon - Dinosaur Mountain,Gold Canyon,AZ,371,"Gold Canyon - Dinosaur Mountain, Gold Canyon, AZ",13117
Gold Canyon,Gold Canyon - Sidewinder,Gold Canyon,AZ,372,"Gold Canyon - Sidewinder, Gold Canyon, AZ",13116
"Golf Club at Dove Mountain, The","Golf Club at Dove Mountain, The - Saguaro/Wild Burro",Marana,AZ,373,"Golf Club at Dove Mountain, The - Saguaro/Wild Burro, Marana, AZ",14994
"Golf Club at Dove Mountain, The","Golf Club at Dove Mountain, The - Tortolita/Saguaro",Marana,AZ,374,"Golf Club at Dove Mountain, The - Tortolita/Saguaro, Marana, AZ",14995
"Golf Club at Dove Mountain, The","Golf Club at Dove Mountain, The - Wild Burro/Tortolita",Marana,AZ,375,"Golf Club at Dove Mountain, The - Wild Burro/Tortolita, Marana, AZ",14996
Golf Club of Estrella,Golf Club of Estrella,Goodyear,AZ,376,"Golf Club of Estrella, Goodyear, AZ",13229
Grand Canyon University Golf Course,Grand Canyon University Golf Course,Phoenix,AZ,377,"Grand Canyon University Golf Course, Phoenix, AZ",13080
Grandview GC - Sun City West,Grandview GC - Sun City West,Sun City West,AZ,378,"Grandview GC - Sun City West, Sun City West, AZ",20885
Granite Falls GC,Granite Falls GC - North Course,Surprise,AZ,379,"Granite Falls GC - North Course, Surprise, AZ",13243
Granite Falls GC,Granite Falls GC - South Course,Surprise,AZ,380,"Granite Falls GC - South Course, Surprise, AZ",13244
Grayhawk,Grayhawk - Raptor,Scottsdale,AZ,381,"Grayhawk - Raptor, Scottsdale, AZ",13167
Grayhawk,Grayhawk - Raptor(F)/Talon(B),Scottsdale,AZ,382,"Grayhawk - Raptor(F)/Talon(B), Scottsdale, AZ",23963
Grayhawk,Grayhawk - Raptor(F)/Talon(F),Scottsdale,AZ,383,"Grayhawk - Raptor(F)/Talon(F), Scottsdale, AZ",23964
Grayhawk,Grayhawk - Talon,Scottsdale,AZ,384,"Grayhawk - Talon, Scottsdale, AZ",13330
Grayhawk,Grayhawk - Talon(B)/Raptor(F),Scottsdale,AZ,385,"Grayhawk - Talon(B)/Raptor(F), Scottsdale, AZ",23965
Great Eagle @ Happy Trails GR,Great Eagle @ Happy Trails GR,Surprise,AZ,386,"Great Eagle @ Happy Trails GR, Surprise, AZ",13321
Greenfield Lakes Golf Course,Greenfield Lakes Golf Course,Gilbert,AZ,387,"Greenfield Lakes Golf Course, Gilbert, AZ",13275
Greenlee Country Club,Greenlee Country Club,Duncan,AZ,388,"Greenlee Country Club, Duncan, AZ",13006
Greer Lakes Golf Resort,Greer Lakes Golf Resort,Safford,AZ,389,"Greer Lakes Golf Resort, Safford, AZ",13215
"Guacalito, Nicaragua","Guacalito, Nicaragua",Guacalito,AZ,390,"Guacalito, Nicaragua, Guacalito, AZ",20892
Haven Golf Course,Haven Golf Course,Green Valley,AZ,391,"Haven Golf Course, Green Valley, AZ",13005
Hayden Municipal Golf Course,Hayden Municipal Golf Course,Hayden,AZ,392,"Hayden Municipal Golf Course, Hayden, AZ",20709
Hidden Cove Golf Course,Hidden Cove Golf Course,Holbrook,AZ,393,"Hidden Cove Golf Course, Holbrook, AZ",13141
"Highlands at Dove Mountain, The","Highlands at Dove Mountain, The",Marana,AZ,394,"Highlands at Dove Mountain, The, Marana, AZ",13285
